MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.01,26.0,4.010165184243965,1.0889453621346887,2394.0,3.0419313850063534,33.93,-118.35,1.919
5.1205,42.0,5.727959697732998,1.0806045340050379,1255.0,3.1612090680100757,37.67,-122.42,2.263
3.5943,14.0,5.001473839351511,1.0714812085482683,3416.0,2.5173176123802508,36.99,-121.98,2.624
4.2356,21.0,4.75,1.015625,1251.0,2.171875,33.02,-117.28,3.477
2.3804,40.0,3.8720238095238093,1.0178571428571428,954.0,2.8392857142857144,33.86,-118.17,1.58
6.0102,12.0,5.219765929778934,1.1287386215864759,1605.0,2.0871261378413526,33.71,-118.04,3.969
2.2791,23.0,5.394944707740916,1.2290679304897314,1492.0,2.3570300157977884,34.86,-120.45,1.148
2.5119,26.0,4.6348773841961854,1.1008174386920981,989.0,2.6948228882833787,33.2,-117.24,1.717
2.4757,26.0,5.9,1.1178571428571429,762.0,2.7214285714285715,40.38,-120.42,0.856
5.7309,36.0,4.938053097345133,0.8805309734513275,662.0,2.9292035398230087,37.64,-122.08,1.779
2.4726,15.0,5.180576631259484,1.0007587253414265,3002.0,2.2776934749620636,39.15,-121.07,1.434
5.3559,36.0,5.666666666666667,0.9812206572769953,683.0,3.2065727699530515,34.07,-117.93,2.073
3.6976,25.0,3.5306122448979593,1.0841836734693877,1558.0,1.9872448979591837,34.04,-118.46,3.6
2.8344,20.0,4.8730407523510975,1.115987460815047,1643.0,2.5752351097178683,38.79,-123.1,1.644
5.5194,18.0,7.543175487465181,1.064066852367688,988.0,2.752089136490251,34.62,-120.09,3.67
3.2852,17.0,5.5353260869565215,1.0606884057971016,2950.0,2.6721014492753623,37.33,-120.46,0.988
2.3846,32.0,2.801556420233463,1.034046692607004,3646.0,3.546692607003891,34.08,-118.3,2.583
6.53,10.0,7.06027397260274,0.9506849315068493,1193.0,3.2684931506849315,33.04,-117.08,2.641
2.5224,19.0,3.5606299212598427,1.0110236220472442,3545.0,5.582677165354331,33.74,-117.88,1.485
1.7945,37.0,4.502623294858342,1.1563483735571878,1941.0,2.036726128016789,34.01,-118.34,1.063
4.0862,19.0,6.047457627118644,1.0949152542372882,1714.0,2.905084745762712,38.85,-121.39,1.627
3.962,43.0,4.536723163841808,1.152542372881356,862.0,2.4350282485875705,34.0,-118.45,3.458
2.6058,40.0,3.8857142857142857,0.9142857142857143,785.0,4.485714285714286,37.39,-120.71,0.727
4.8787,23.0,6.660828025477707,1.0079617834394905,1886.0,3.0031847133757963,38.15,-121.29,1.753
1.6355,31.0,2.338957055214724,1.1196319018404908,2510.0,3.8496932515337425,34.05,-118.28,1.625
3.5551,30.0,4.712737127371274,0.9728997289972899,1914.0,5.186991869918699,33.71,-117.88,1.852
3.875,36.0,5.204081632653061,0.926530612244898,530.0,2.163265306122449,38.6,-121.36,1.336
